licensepermitid,premisescounty,description,legalname,dba,actualaddressofpremises,city,statename,zipcode,originalissuedate,expirationdate,georeference
0340-24-104794,Queens,Restaurant,ALMAZ PALACE INC,ALMAZ PALACE,9017 63rd Dr,Rego Park,New York,11374,12/26/2025,01/31/2028,POINT (-73.86509 40.72586)
0340-23-161972,Kings,Restaurant,IRZA NY INC,SEA PEARL,2027 EMMONS AVE,BROOKLYN,New York,11235,10/24/2025,10/31/2027,POINT (-73.94687 40.58378)
0340-23-130470,Queens,Restaurant,DM 4220 INC,DE MOLE ASTORIA,42-20 30TH AVE,ASTORIA,New York,11103,03/06/2025,02/28/2027,POINT (-73.91272 40.76282)
0340-23-138619,New York,Restaurant,246 MIEKO INC,SUSHI YOU,246 E 51ST ST,NEW YORK,New York,10022,02/25/2025,02/28/2027,POINT (-73.9686 40.75572)
0340-23-130775,New York,Restaurant,49W64 RESTAURANT LLC & MC Hospitality Group LLC,Rampoldi,49 W 64TH ST,NEW YORK,New York,10023,06/10/2025,06/30/2027,POINT (-73.98157 40.77195)
0340-23-132663,New York,Restaurant,FRIEND OF A FARMER CORP,,77 IRVING PLACE,NEW YORK,New York,10003,02/24/2026,07/31/2027,POINT (-73.98665 40.7369)
0340-25-132632-01,New York,Additional Bar,Downtown Hospitality Partners LLC,{Basement Add Bar},242 W 49th St,New York,New York,10019,12/31/2025,11/30/2027,POINT (-73.98584 40.76135)
0340-23-127372,Richmond,Restaurant,GREAT KILLS MARINA CAFE INC,MARINA CAFE,154 MANSION AVE,STATEN ISLAND,New York,10308,02/14/2025,02/28/2027,POINT (-74.14075 40.54425)
0340-25-102241,New York,Restaurant,MPQ 339 SEVENTH AVENUE LLC,LE PAIN QUOTIDIEN,339 7TH AVE,NEW YORK,New York,10001,02/04/2025,06/30/2026,POINT (-73.993 40.74771)
0340-23-127601,New York,Restaurant,LITTLE FISH INC,CARMINE'S,200 W 44TH STREET,NEW YORK,New York,10036,05/09/2025,05/31/2027,POINT (-73.98664 40.75761)
0340-23-129047,New York,Restaurant,OLD HEIDELBERG CORP,HEIDELBERG RESTAURANT,1648 SECOND AVENUE,NEW YORK,New York,10028,04/11/2025,05/31/2027,POINT (-73.95196 40.77757)
0340-23-131501,New York,Restaurant,520 COLUMBUS AVE LTD,GOOD ENOUGH TO EAT; TELIO,520 COLUMBUS AVENUE,NEW YORK,New York,10024,08/15/2025,08/31/2027,POINT (-73.97259 40.78599)
0340-23-137637,New York,Restaurant,ESQUINA NYC 1402SECOND LLC,"LA ESQUINA, LA ESQUINA TAQUERIA, ANDTHE CORNER",1402 2ND AVE,NEW YORK,New York,10021,04/15/2025,04/30/2027,POINT (-73.95796 40.76939)
0340-23-138523,New York,Restaurant,RUBYS WEST VILLAGE LLC,LITTLE RUBY'S CAFE,225 W 4TH ST,NEW YORK,New York,10014,08/29/2025,08/31/2027,POINT (-74.00291 40.73403)
0340-23-139449,New York,Restaurant,COBP CORP,IL VIOLINO,180 COLUMBUS AVE,NEW YORK,New York,10023,10/07/2025,09/30/2027,POINT (-73.98067 40.77496)
0340-23-136838,Kings,Restaurant,"CRABBY SHACK LLC, THE",THE CRABBY SHACK,613 FRANKLIN AVE,BROOKLYN,New York,11238,08/13/2025,08/31/2027,POINT (-73.9555 40.67742)
0340-23-129477,New York,Restaurant,JOIN US HK LLC,HOLD FAST,364 W 46TH ST,NEW YORK,New York,10036,09/04/2025,08/31/2027,POINT (-73.99016 40.76073)
0340-24-134780,New York,Restaurant,Aqua NYC LLC,Aqua,902 Broadway,New York,New York,10010,11/01/2024,10/31/2026,POINT (-73.98972 40.73936)
0340-24-111209,New York,Restaurant,"NEW CHINATOWN UES INC,THE",CHINATOWN RESTAURANT,1650 3RD AVE,NEW YORK,New York,10128,02/03/2026,03/31/2028,POINT (-73.95109 40.78279)
0340-23-129956,New York,Restaurant,W F RESTAURANTS INC,,322 W 46TH STREET,NEW YORK,New York,10036,06/17/2025,07/31/2027,POINT (-73.9889 40.7602)
0340-23-133338,New York,Restaurant,FLAT TOP MIDTOWN LLC,BURGEROLOGY MIDTOWN,320 W 36TH ST,NEW YORK,New York,10018,08/28/2025,08/31/2027,POINT (-73.99364 40.75395)
0340-26-134696,Queens,Restaurant,DT Bayside LLC,Dirty Taco + Tequila,39-17 Bell Blvd,Bayside,New York,11361,02/02/2026,01/31/2028,POINT (-73.77158 40.76473)
0340-24-109377,New York,Restaurant,PENN DISTRICT BP LLC & PENN PASTA LLC,Bar Primi,349 W 33RD ST,NEW YORK,New York,10001,03/19/2026,03/31/2028,POINT (-73.99548 40.75216)
0340-25-126058,Richmond,Restaurant,Ariana's Cucina Corp.,,6451 Amboy Rd,Staten Island,New York,10309,10/15/2025,09/30/2027,POINT (-74.21729 40.52105)
0340-25-112200,New York,Restaurant,DIM SUM NOW INC,DIM SUM PALACE,123 William St,New York,New York,10038,06/02/2025,05/31/2027,POINT (-74.00682 40.70918)
0340-24-114502,Kings,Restaurant,NATTYNAK LLC,Savannah Spiced,158 UTICA AVE,BROOKLYN,New York,11213,05/21/2024,04/30/2026,POINT (-73.93066 40.67358)
0340-23-136934,Queens,Restaurant,PHAYUL HIMALAYAN RESTAURANT II INC,PHAYUL HIMALAYAN RESTAURANT II,74-01 37TH RD AKA 37-59 74THST,JACKSON HEIGHTS,New York,11372,07/14/2025,07/31/2027,POINT (-73.89152 40.74733)
0340-25-131675,Kings,Restaurant,Los Del Submarino Inc,Mariscos El Submarino,507 Myrtle Ave,Brooklyn,New York,11205,12/15/2025,11/30/2027,POINT (-73.96457 40.6936)
0340-24-130044,Richmond,Restaurant,EL ENCANTO MEXICAN CORP,,185 Port Richmond Ave,Staten Island,New York,10302,09/25/2024,08/31/2026,POINT (-74.13424 40.63678)
0340-24-136939-01,New York,Additional Bar,CG Tenant LLC,Casa Good,900 Broadway,New York,New York,10003,11/25/2024,10/31/2026,POINT (-73.98984 40.73891)
0340-23-135004,Richmond,Restaurant,PATRIZIAS OF STATEN ISLAND LLC,PATRIZIAS OF STATEN ISLAND,4255 AMBOY RD,STATEN ISLAND,New York,10308,04/08/2025,03/31/2027,POINT (-74.15795 40.5475)
0340-25-107174,Kings,Restaurant,Healthy as a Motha LLC,HAAM,234 Union Avenue,Brooklyn,New York,11211,04/11/2025,05/31/2026,POINT (-73.95055 40.70753)
0361-24-127005-14,Kings,Additional Bar,MSC CRUISES SA,MSC MERAVIGLIA,BROOKLYN CRUISE TERMINAL,BROOKLYN,New York,11231,09/04/2024,08/31/2026,
0340-22-114868,New York,Restaurant,1600 AMSTERDAM HARLEM GROUP LLC,FUMO HARLEM,1588 1600 AMSTERDAM AVE,NEW YORK,New York,10031,09/19/2025,03/31/2026,POINT (-73.95043 40.82136)
0340-24-135667,Kings,Restaurant,NRGZ RESTAURANT CORP,Nargis Cafe,1655 Sheepshead Bay Rd,Brooklyn,New York,11235,11/08/2024,10/31/2026,POINT (-73.95224 40.5864)
0340-25-101060,New York,Restaurant,HOST 132 LLC,"Cafe Maud, The Rhymers' Club",132 2nd Ave,New York,New York,10003,05/08/2025,12/31/2026,POINT (-73.9876 40.72874)
0346-25-124740-01,Queens,Additional Bar,CLINTON HALL PALACE INC,,56-70 58th St,Maspeth,New York,11378,10/07/2025,09/30/2027,POINT (-73.9126 40.72373)
0340-23-133490,Kings,Restaurant,COOKS & CAPTAINS LLC,NEGRIL BK,254 258 5TH AVE,BROOKLYN,New York,11215,02/10/2025,01/31/2027,POINT (-73.98154 40.6749)
0340-23-138707,New York,Restaurant,IBAO CORP,CHAI,930 8TH AVE,NEW YORK,New York,10019,01/24/2025,12/31/2026,POINT (-73.98371 40.76549)
0340-23-138165,Queens,Restaurant,GORKHALI RESTAURANT LLC,GORKHALI RESTAURANT & BAR,77-04 ROOSEVELT AVE,JACKSON HEIGHTS,New York,11372,06/14/2025,06/30/2027,POINT (-73.88829 40.74717)
0340-23-138813,New York,Restaurant,LTF CLUB OPERATIONS COMPANY INC,LIFE TIME,29 NEW ST,NEW YORK,New York,10005,02/07/2025,01/31/2027,POINT (-74.01179 40.70668)
0340-23-128084,New York,Restaurant,"LUPE'S EAST L.A. KITCHEN, INC.",,110 SIXTH AVENUE,NEW YORK,New York,10013,04/21/2025,04/30/2027,POINT (-74.00488 40.72345)
0340-23-132855,Kings,Restaurant,"KENMARE CORP,THE",BAR TOTO,411 11TH STREET,BROOKLYN,New York,11215,09/09/2025,09/30/2027,POINT (-73.9848 40.66676)
0340-23-137233,Bronx,Restaurant,APR RESTAURANT LLC,HAVANA CAFE,3151 E TREMONT AVENUE,BRONX,New York,10461,03/06/2025,02/28/2027,POINT (-73.83464 40.83778)
0340-24-109700,Queens,Restaurant,MERCATO ITALIANO INC,TERRONE,5203 CENTER BLVD,LONG ISLAND CITY,New York,11101,04/11/2024,03/31/2026,POINT (-73.96006 40.74222)
0340-24-119227,New York,Restaurant,TORAJI NY INC,,48 BOWERY,NEW YORK,New York,10013,06/25/2024,05/31/2026,POINT (-73.99652 40.71566)
0340-25-109047,Kings,Restaurant,Salco Meats LLC,ULTRA FINE,198 Lewis Ave,Brooklyn,New York,11221,05/03/2025,04/30/2027,POINT (-73.93641 40.68985)
0340-23-160282-01,New York,Additional Bar,"OAC 550 MANAGER LLC & GREAT PERFORMANCES/ARTISTS AS WAITRESSES, INC.",The Arch,550 MADISON AVE,NEW YORK,New York,10022,10/28/2025,10/31/2027,POINT (-73.97308 40.7613)
0349-23-125648,New York,Club,SAINT ANDREW'S SOCIETY OF THE STATE OF NEW YORK,,150 E 55TH ST,NEW YORK,New York,10022,07/30/2025,07/31/2027,POINT (-73.96931 40.7593)
0349-23-126171,New York,Club,590 LEX AVE CLUB INC,,590 LEXINGTON AVE,NEW YORK,New York,10154,07/02/2025,07/31/2027,POINT (-73.97163 40.75751)
0340-23-139275,Queens,Restaurant,108-01 LIBERTY AVE INC,TROPICAL JADE 1,108-01 LIBERTY AVE,RICHMOND HILL,New York,11419,04/21/2025,04/30/2027,POINT (-73.83336 40.68383)
0346-23-126269,Queens,Catering Establishment,TAR CATERING CORP,RUSSOS ON THE BAY,162 45 CROSS BAY BLVD,HOWARD BEACH,New York,11414,10/10/2025,10/31/2027,POINT (-73.84033 40.6614)
0340-23-134211,Kings,Restaurant,FETTE SAU LLC,,354 METROPOLITAN AVENUE,BROOKLYN,New York,11211,02/28/2025,02/28/2027,POINT (-73.95633 40.71417)
0346-23-125564,New York,Catering Establishment,RESTAURANT ASSOCIATES LLC,,1285 AVENUE OF THE AMERICAS,NEW YORK,New York,10019,09/23/2025,09/30/2027,POINT (-73.97976 40.76078)
0340-22-115537,New York,Restaurant,MURRAY 57 LLC,MONK MCGINNS,57 MURRAY ST,NEW YORK,New York,10007,01/22/2026,02/29/2028,POINT (-74.00979 40.71423)
0340-23-138653,New York,Restaurant,MILK AND HOPS 2 LLC,MILK AND HOPS; TWIST BY MILK & HOPS,164 9TH AVE,NEW YORK,New York,10011,08/20/2025,09/30/2027,POINT (-74.00262 40.74472)
0340-25-127722-01,New York,Additional Bar,West Mayo LLC,{Rear Add Bar},359 361 Bowery,New York,New York,10003,10/30/2025,09/30/2027,POINT (-73.99161 40.7269)
0370-24-117027-01,New York,Additional Bar,TATU LLC,NUBLU,151 AVENUE C,NEW YORK,New York,10009,06/14/2024,06/30/2026,POINT (-73.97779 40.72555)
0340-23-134296,New York,Restaurant,ST JUDE ENTERPRISES LLC,BENITO'S I,174 MULBERRY ST,NEW YORK,New York,10013,06/06/2025,05/31/2027,POINT (-73.99702 40.72004)
0340-24-105507,Queens,Restaurant,STEINWAY HOSPITALITY CORP,BOSKE,28-43 STEINWAY ST,ASTORIA,New York,11103,02/13/2026,02/29/2028,POINT (-73.91455 40.76444)
0340-23-131586,New York,Restaurant,C A L RESTAURANT INC,THE BITTER END,147 BLEECKER STREET,NEW YORK,New York,10012,02/21/2025,02/28/2027,POINT (-73.99928 40.72822)
0340-23-136180,Queens,Restaurant,MA KIN INC,KAM RAI,43 11 28TH AVE,ASTORIA,New York,11103,08/15/2025,08/31/2027,POINT (-73.91115 40.76428)
0340-23-129457,Kings,Restaurant,FACILITY CONCESSION SERVICES LLC,SPECTRUM CATERING AND CONCESSIONS,319 FROST ST,BROOKLYN,New York,11222,03/10/2025,03/31/2027,POINT (-73.93864 40.71916)
0340-26-137175,Queens,Restaurant,JNJ Omakase Inc.,Omakase Ichi,251-09 Northern Blvd,Little Neck,New York,11362,03/09/2026,02/29/2028,POINT (-73.73673 40.76916)
0340-23-138482-01,New York,Additional Bar,NINURTA BAKERY WEST CORP,HERITAGE GRAND BAKERY,8 W 40TH ST,NEW YORK,New York,10018,01/22/2025,01/31/2027,POINT (-73.98255 40.7525)
0340-23-134635,Bronx,Restaurant,"LEGENDS HOSPITALITY, LLC & NEW YORK YANKEES PARTNERSHIP",SUITE CLUB 000 LEVEL PUBLIC,ONE EAST 161ST STREET,BRONX,New York,10451,09/17/2025,02/28/2027,POINT (-73.9276 40.82863)
0340-23-135161,New York,Restaurant,HOUSING WORKS THRIFT SHOP INC & HOUSING WORKS FOOD,SERVICES CORP DBA:HOUSING WORKS BOOKSTORE CAFE,126 CROSBY ST,NEW YORK,New York,10012,03/13/2025,03/31/2027,POINT (-73.99637 40.72458)
0340-24-138670,Queens,Restaurant,NUEVO DON FRANCISCO RESTAURANT CORP,,40-56 JUNCTION BLVD,CORONA,New York,11368,12/10/2024,11/30/2026,POINT (-73.86854 40.74766)
0340-23-139071,New York,Restaurant,86/2 RESTAURANT LLC,GRACIE'S,242 E 85TH ST,NEW YORK,New York,10128,02/26/2025,02/28/2027,POINT (-73.95252 40.77731)
0340-23-139346,Queens,Restaurant,41-26 CRESCENT BARONESS LLC,THE BARONESS BAR,47-18 VERNON BLVD,LONG ISLAND CITY,New York,11101,04/23/2025,04/30/2027,POINT (-73.95338 40.74488)
0340-23-138534,New York,Restaurant,LA RUBIA RAW BAR LLC,LA RUBIA,11 HOWARD ST,NEW YORK,New York,10013,04/11/2025,03/31/2027,POINT (-74.0001 40.71931)
0349-23-124928,New York,Club,CLUB DEPORTIVO DOMINICANO OF NEW YORK INC,,2088 AMSTERDAM AVENUE,NEW YORK,New York,10032,08/25/2025,08/31/2027,POINT (-73.93918 40.83678)
0340-23-134251,Kings,Restaurant,419 MYRTLE REST CORP,PUTNAM'S,419 MYRTLE AVENUE,BROOKLYN,New York,11205,09/19/2025,06/30/2027,POINT (-73.96905 40.69311)
0340-24-134495,New York,Restaurant,The Strangers Club NY LLC,Dear Strangers,147 W 4th St,New York,New York,10012,10/30/2024,09/30/2026,POINT (-74.00048 40.73147)
0340-23-135953,Kings,Restaurant,MARGOT BROOKLYN LLC,MARGOT,69 LAFAYETTE AVE,BROOKLYN,New York,11217,04/11/2025,03/31/2027,POINT (-73.97575 40.68709)
0340-23-137330,Queens,Restaurant,WJK CONSULTING CORP,BATESY'S,68-20 ROCKAWAY BEACH BLVD,ARVERNE,New York,11692,06/03/2025,05/31/2027,POINT (-73.79696 40.59046)
0340-25-116905-01,New York,Additional Bar,"RXR SL TRS Sub LLC, RXR SL TRS Sub Conference Center LLC and SL F&B Management LLC",The Yacht and Level Ten,601 W 26th St,New York,New York,10001,07/17/2025,06/30/2027,POINT (-74.00699 40.75136)
0340-26-137858,New York,Restaurant,WS F&B LLC,,103 Waverly Pl,New York,New York,10011,03/18/2026,02/29/2028,POINT (-73.99882 40.73232)
0340-23-135996,Richmond,Restaurant,TU TIPICO DOMINICANO CORP,,1195 CASTLETON AVE,STATEN ISLAND,New York,10310,03/12/2025,12/31/2026,POINT (-74.12212 40.63415)
0349-21-116037,New York,Club,FIFTEEN CENTRAL PARK WEST CLUB INC,,15 CENTRAL PARK WEST,NEW YORK,New York,10023,02/26/2026,11/30/2027,POINT (-73.98075 40.76963)
0340-23-139014,Kings,Restaurant,ELJEFFENYC LLC,EL JEFFE,1483 FULTON ST,BROOKLYN,New York,11216,02/25/2025,02/28/2027,POINT (-73.942 40.67998)
0349-22-117532,New York,Club,Trustees of Columbia University,IN THE CITY OF NY- FACULTY HOUSE,400 W 117TH ST,NEW YORK,New York,10027,02/06/2026,02/29/2028,POINT (-73.95893 40.80673)
0340-23-139409,New York,Restaurant,CAMPANIA FELIX LLC,SAN MATTEO PIZZERIA E CUCINA,1559 SECOND AVE,NEW YORK,New York,10028,09/17/2025,09/30/2027,POINT (-73.95416 40.77456)
0340-24-136657,New York,Restaurant,Amo Restaurant Corp,Amo Restaurant,15 E 12th St,New York,New York,10003,11/20/2024,10/31/2026,POINT (-73.99255 40.73382)
0340-25-103466,New York,Restaurant,"Searr, LLC",El Parador Cafe,325 E 34th St,New York,New York,10016,02/25/2025,01/31/2027,POINT (-73.97481 40.74433)
0340-23-138547,Kings,Restaurant,EL AMARANTO CORP,AMARANTO,887 HART ST,BROOKLYN,New York,11237,07/03/2025,06/30/2027,POINT (-73.92168 40.70301)
0346-23-126211,New York,Catering Establishment,"RESTAURANT ASSOCIATES LLC & THOMPSON HOSPITALITY SERVICES, LLC",SERVICES LLC,50 HUDSON YARDS,NEW YORK,New York,10001,03/17/2025,03/31/2027,POINT (-73.99944 40.75421)
0340-23-131376,New York,Restaurant,"WESTSIDE TOMATO, INC.",ARTE CAFE & EL COCO,104 106 108 W 73RD STREET,NEW YORK,New York,10023,10/30/2025,12/31/2026,POINT (-73.97874 40.77828)
0340-22-115504,New York,Restaurant,DARLINGS CONCESSIONS LLC,,139 141 W 44TH ST,NEW YORK,New York,10036,01/30/2025,12/31/2026,POINT (-73.98462 40.75675)
0340-23-134696,New York,Restaurant,NARICHE LLC,VINATERIA,2211 15 FREDERICK DOUGLAS BLVD,NEW YORK,New York,10026,02/12/2025,02/28/2027,POINT (-73.95378 40.8066)
0340-23-130727,Richmond,Restaurant,JADE ISLAND RESTAURANT INC,,2845 RICHMOND AVENUE,STATEN ISLAND,New York,10314,01/14/2025,02/28/2027,POINT (-74.16875 40.57625)
0340-23-138863,Kings,Restaurant,YUU NEW YORK INC,,55 NASSAU AVE,BROOKLYN,New York,11222,03/14/2025,03/31/2027,POINT (-73.95223 40.72328)
0346-23-123427,New York,Catering Establishment,RESTAURANT ASSOCIATES LLC,,611 5TH AVE,NEW YORK,New York,10022,08/25/2025,08/31/2027,POINT (-73.97737 40.75829)
0340-24-110409,New York,Restaurant,CONGEE VILLAGE RESTAURANT & BAR INC,,98 100 ALLEN ST,NEW YORK,New York,10002,03/11/2026,03/31/2028,POINT (-73.99048 40.71875)
0340-23-134482,New York,Restaurant,GVR HOSPITALITY LLC,THE LEOPARD,1 W 67TH STREET,NEW YORK,New York,10023,03/13/2025,03/31/2027,POINT (-73.97885 40.77328)
0340-23-133825,Queens,Restaurant,DOUGH JOE LLC,HINOMARU RAMEN,33-18 DITMARS BLVD,ASTORIA,New York,11105,08/11/2025,07/31/2027,POINT (-73.90904 40.77496)
0340-23-130376,Kings,Restaurant,FRANKLIN ST FOOD & DRINK LLC,LEROY'S AMERICAN BISTRO,195 FRANKLIN ST,BROOKLYN,New York,11222,08/12/2025,08/31/2027,POINT (-73.95819 40.73354)
0340-25-124222,Queens,Restaurant,Blackrock Luxury Inc,Posh Pizza,190-21 Union Tpke,Fresh Meadows,New York,11366,09/29/2025,08/31/2027,POINT (-73.77867 40.72996)
0346-22-116033,New York,Catering Establishment,GRAND SLAM SPORTS CLUB INC,,3534 3540 BROADWAY,NEW YORK,New York,10031,12/11/2024,12/31/2026,POINT (-73.95047 40.82626)
0340-25-102012,New York,Restaurant,Eight Ma Inc.,OOHU,128 130 W 36th St,New York,New York,10018,01/31/2025,12/31/2026,POINT (-73.98812 40.75162)
0340-23-137390,New York,Restaurant,MOMOSAN RAMEN LLC,MOMOSAN RAMEN & SAKE,342 LEXINGTON AVE,NEW YORK,New York,10016,08/12/2025,08/31/2027,POINT (-73.97722 40.74983)
0340-26-137520,New York,Restaurant,PHOSHIME INC,,165 E 33rd St,New York,New York,10016,03/12/2026,02/29/2028,POINT (-73.97915 40.74529)
0340-23-137286,New York,Restaurant,EBNB 70 PINE OWNER RESTAURANT LLC,CROWN SHY,70 PINE ST,NEW YORK,New York,10005,02/26/2025,02/28/2027,POINT (-74.00776 40.70622)
0340-25-101091,New York,Restaurant,Gui Corporation,Gui Steakhouse & Hwaro,776 8th Ave,New York,New York,10036,01/17/2025,12/31/2026,POINT (-73.98726 40.76063)
0370-24-120388-02,New York,Additional Bar,BROADWAY REGENCY RESTAURANT LLC & STRATEGIC DREAM,MIDTOWN RT LLC AS MGR/ DBA PHD TERRACE,210 W 55TH STREET,NEW YORK,New York,10019,07/09/2024,07/31/2026,POINT (-73.98184 40.76458)
0340-23-134667,Queens,Restaurant,LOS TRES POTRILLOS Y V INC,,8211 ROOSEVELT AVE,JACKSON HEIGHTS,New York,11372,03/13/2025,03/31/2027,POINT (-73.8834 40.74769)
0340-23-133940-01,Queens,Additional Bar,TIG ASTORIA LLC,SWEET AFTON,30-07 30-09 34TH ST,ASTORIA,New York,11103,10/22/2025,07/31/2027,POINT (-73.91924 40.76546)
0340-23-135226,Bronx,Restaurant,NYY STEAK LLC,NYY STEAK,161ST ST AND RIVER AVE,BRONX,New York,10451,02/24/2025,02/28/2027,POINT (-73.92608 40.82767)
0340-23-128493,Kings,Restaurant,TAQUERIA EL TORITO CORP,,32 VARET ST,BROOKLYN,New York,11206,12/24/2024,12/31/2026,POINT (-73.94366 40.70293)
0340-24-139557-01,New York,Additional Bar,Broome Bistro and Cafe LLC,,303 305 Broome St,New York,New York,10002,12/19/2024,11/30/2026,POINT (-73.99235 40.71877)
0346-26-133783-03,New York,Additional Bar,"Compass Group USA, Inc. & Thompson Hospitality Services, LLC",(ADD BAR 1 - 16TH FL),270 Park Ave,New York,New York,10017,01/16/2026,12/31/2027,POINT (-73.97517 40.75563)
0340-23-138225,Kings,Restaurant,ASIA PALACE INC,,4813 NEW UTRECHT AVE,BROOKLYN,New York,11219,03/05/2025,03/31/2027,POINT (-73.99468 40.6371)
0340-25-104871-04,New York,Additional Bar,PRINTEMPS AMERICA INC,PRINTEMPS,1 WALL ST,NEW YORK,New York,10005,03/12/2025,02/28/2027,POINT (-74.01139 40.70758)
0340-25-104140,New York,Restaurant,CGI INC,Bus Stop Diner,3341 Broadway,New York,New York,10031,03/05/2025,02/28/2027,POINT (-73.95501 40.82037)
0340-24-105449,New York,Restaurant,B&B LUXURY HOSPITALITY LLC AND DINEX 63RD STREET M,Café Boulud / Maison Barnes,100 E 63RD ST,NEW YORK,New York,10065,02/09/2026,02/29/2028,POINT (-73.96752 40.76522)
0340-23-128171,New York,Restaurant,KITCHEN TABLE INC,FRANK,88B 2ND AVE,NEW YORK,New York,10003,10/30/2025,03/31/2026,POINT (-73.98891 40.72692)
0340-23-133022,New York,Restaurant,OYSTER CITY LLC,VIRGINIA'S,200 E 3RD ST,NEW YORK,New York,10003,04/07/2025,04/30/2027,POINT (-73.98328 40.72281)
0340-23-134405,Queens,Restaurant,EL PILLO INC,AMARU,84 13 NORTHERN BLVD,JACKSON HEIGHTS,New York,11372,05/23/2025,05/31/2027,POINT (-73.88335 40.75577)
0340-23-136378,Kings,Restaurant,GS ENTERPRISE HOLDING INC,BAR SET LOUNGE & BILLIARDS,1828 MCDONALD AVE,BROOKLYN,New York,11223,09/11/2024,09/30/2026,POINT (-73.97288 40.60803)
0346-25-132687-01,Queens,Additional Bar,YJ Hospitality Group LLC,The Lior,25-22 Astoria Blvd,Astoria,New York,11102,12/31/2025,11/30/2027,POINT (-73.92203 40.77113)
0340-23-128845,Kings,Restaurant,2 GUYS AND DINER INC,THREE DECKER DINER,695 MANHATTAN AVE,BROOKLYN,New York,11222,12/02/2025,07/31/2027,POINT (-73.95164 40.72529)
0340-23-135688,New York,Restaurant,28 WEST 44TH RESTAURANT LLC,SEN SAKANA,28 W 44TH ST,NEW YORK,New York,10036,06/12/2025,06/30/2027,POINT (-73.98144 40.75542)
0340-23-134126,Queens,Restaurant,PUEBLA SEAFOOD INC,PUEBLA SEAFOOD RESTAURANT,95-27 ROOSEVELT AVENUE,JACKSON HGTS,New York,11372,10/09/2025,09/30/2027,POINT (-73.87077 40.74902)
0349-21-115628,New York,Club,"ANGLERS CLUB OF NEW YORK, THE",,101 BROAD ST FL 2,NEW YORK,New York,10004,10/09/2025,10/31/2027,POINT (-74.01157 40.70325)
0340-24-124916,New York,Restaurant,ARTFARM FOOD INC,MANUELA,130 PRINCE ST,NEW YORK,New York,10012,08/14/2024,07/31/2026,POINT (-74.0004 40.72554)
0340-25-132655,New York,Restaurant,MIRANYC34 Inc,Mira,206 E 34th St,New York,New York,10016,12/31/2025,11/30/2027,POINT (-73.97767 40.74553)
0349-22-117579,New York,Club,DOUBLES INTERNATIONAL CLUB ENTERPRISES INC,,783 5TH AVE,NEW YORK,New York,10022,01/22/2026,02/29/2028,POINT (-73.97275 40.76465)
0340-23-135072,Kings,Restaurant,BROOKLYN ACQUISITION HOLDING LLC,SEA WOLF,19 WYCKOFF AVE,BROOKLYN,New York,11237,06/24/2025,07/31/2027,POINT (-73.92299 40.70665)
0340-24-127186,Kings,Restaurant,MVSO Restaurant & Bar Corp,Las Margaritas,7206 3rd Ave,Brooklyn,New York,11209,09/05/2024,08/31/2026,POINT (-74.02703 40.63331)
0340-23-128689,New York,Restaurant,LUNELLA RISTORANTE INC,LUNELLA RISTORANTE,173 MULBERRY STREET,NEW YORK,New York,10013,07/07/2025,06/30/2027,POINT (-73.99701 40.72005)
0340-22-114827,New York,Restaurant,SA YORK AVE LLC,SANT AMBROEUS CAFE AT SOTHEBY'S,1334 YORK AVE,NEW YORK,New York,10021,10/17/2025,10/31/2027,POINT (-73.95401 40.7665)
0346-23-123589,New York,Catering Establishment,GOURMET EXPRESS LTD,PETER CALLAHAN CATERERS,137 W 25TH ST,NEW YORK,New York,10001,07/14/2025,07/31/2027,POINT (-73.99355 40.74489)
0340-23-139029,Queens,Restaurant,EL COYOTE NYC CORP,EL COYOTE RESTAURANT,70-09 AUSTIN ST,FOREST HILLS,New York,11375,07/02/2025,07/31/2027,POINT (-73.84666 40.72085)
0346-25-104073-01,New York,Additional Bar,"RESTAURANT ASSOCIATES, LLC",,730 3rd Ave,New York,New York,10017,03/04/2025,02/28/2027,POINT (-73.97283 40.75299)
0349-24-137993,New York,Club,The Club at 9 West Inc,Park View Lounge,9 W 57th St Fl 27,New York,New York,10019,12/05/2024,11/30/2026,POINT (-73.97536 40.76355)
0340-23-137501,Queens,Restaurant,JOANNIDES GROUP LLC,QUEEN'S ROOM,36-02 DITMARS BLVD,ASTORIA,New York,11105,08/13/2025,08/31/2027,POINT (-73.90809 40.77428)
0340-23-134199,Kings,Restaurant,BROOKLYN PIER PARTNERS LLC,FORNINO,PIER 6 BROOKLYN BRIDGE PARK,BROOKLYN,New York,11201,06/24/2025,07/31/2027,
0349-23-125833,New York,Club,REGENCY WHIST CLUB INC,,15 E 67TH STREET,NEW YORK,New York,10065,02/28/2025,02/28/2027,POINT (-73.96831 40.76883)
0340-22-114966,Richmond,Restaurant,CAMPANIA OF TOTTENVILLE INC,CAMPANIA COAL FIRED PIZZA,240 PAGE AVE,STATEN ISLAND,New York,10307,09/06/2024,09/30/2026,POINT (-74.23563 40.51771)
0340-24-123122,New York,Restaurant,CQDQ FLATIRON NEW YORK LLC,COQODAQ,12 E 22ND ST,NEW YORK,New York,10010,07/30/2024,06/30/2026,POINT (-73.98861 40.74026)
0340-23-136598,New York,Restaurant,TOKYO RESTAURANTS FACTORY INTERNATIONAL NY INC,SUSHI AMANE & WANO NEW YORK,245 E 44TH ST,NEW YORK,New York,10017,03/21/2025,03/31/2027,POINT (-73.97192 40.7514)
